ChangeId,OpportunityCode,AccountName,OpportunityName,FieldChanged,OldValue,NewValue,ChangeDate,ChangedByFullName,ChangedByEmail
CHG-022220,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,ForecastCategory,Best Case,Commit,2026-08-02,Karen Phillips,karen.phillips@global.ntt
CHG-022221,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,Confidence,0.68,0.81,2026-08-02,Karen Phillips,karen.phillips@global.ntt
CHG-022222,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,OpportunityStage,Finalist,Deal Lost,2026-08-08,Karen Phillips,karen.phillips@global.ntt
CHG-022223,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,ForecastCategory,Commit,Omitted,2026-08-08,Karen Phillips,karen.phillips@global.ntt
CHG-022224,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,Confidence,0.81,0.06,2026-08-08,Karen Phillips,karen.phillips@global.ntt
CHG-022225,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,SFDC_ACV_Revenue,23427.45,28984.22,2026-08-08,Karen Phillips,karen.phillips@global.ntt
CHG-022226,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,SFDC_ACV_Gp,4119.85,5097.04,2026-08-08,Karen Phillips,karen.phillips@global.ntt
CHG-022227,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,OpportunityStage,Identification,Requirements Definition,2026-04-27,Timothy Carter,timothy.carter@global.ntt
CHG-022228,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,ForecastCategory,Not Set,Omitted,2026-04-27,Timothy Carter,timothy.carter@global.ntt
CHG-022229,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,SFDC_ACV_Revenue,0,8548.6,2026-04-27,Timothy Carter,timothy.carter@global.ntt
CHG-022230,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,SFDC_ACV_Gp,0,1419.44,2026-04-27,Timothy Carter,timothy.carter@global.ntt
CHG-022231,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,OpportunityStage,Requirements Definition,Qualification,2026-05-05,Timothy Carter,timothy.carter@global.ntt
CHG-022232,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,ForecastCategory,Omitted,Pipeline,2026-05-05,Timothy Carter,timothy.carter@global.ntt
CHG-022233,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,Confidence,0.00,0.22,2026-05-05,Timothy Carter,timothy.carter@global.ntt
CHG-022234,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,OpportunityStage,Qualification,Proposal,2026-05-08,Timothy Carter,timothy.carter@global.ntt
CHG-022235,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,SFDC_ACV_Revenue,8548.6,11415.49,2026-05-08,Timothy Carter,timothy.carter@global.ntt
CHG-022236,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,SFDC_ACV_Gp,1419.44,1895.46,2026-05-08,Timothy Carter,timothy.carter@global.ntt
CHG-022237,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,OpportunityStage,Proposal,Proposal Evaluation,2026-05-14,Timothy Carter,timothy.carter@global.ntt
CHG-022238,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,ForecastCategory,Pipeline,Best Case,2026-05-14,Timothy Carter,timothy.carter@global.ntt
CHG-022239,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,Confidence,0.22,0.62,2026-05-14,Timothy Carter,timothy.carter@global.ntt
CHG-022240,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,OpportunityStage,Proposal Evaluation,Finalist,2026-05-19,Timothy Carter,timothy.carter@global.ntt
CHG-022241,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,OpportunityStage,Finalist,Deal Won,2026-05-20,Timothy Carter,timothy.carter@global.ntt
CHG-022242,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,ForecastCategory,Best Case,Closed,2026-05-20,Timothy Carter,timothy.carter@global.ntt
CHG-022243,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,Confidence,0.62,1.00,2026-05-20,Timothy Carter,timothy.carter@global.ntt
CHG-022244,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,SFDC_ACV_Revenue,11415.49,13531.66,2026-05-20,Timothy Carter,timothy.carter@global.ntt
CHG-022245,006LWZNT15DR4UBE3P,Wexford Insurance Group Ltd.,Wexford Insurance Group Ltd. - Endpoint Protection,SFDC_ACV_Gp,1895.46,2246.84,2026-05-20,Timothy Carter,timothy.carter@global.ntt
CHG-022246,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,OpportunityStage,Identification,Requirements Definition,2026-02-15,Mark Martinez,mark.martinez@global.ntt
CHG-022247,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,ForecastCategory,Not Set,Omitted,2026-02-16,Mark Martinez,mark.martinez@global.ntt
CHG-022248,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,Confidence,0.00,0.04,2026-02-16,Mark Martinez,mark.martinez@global.ntt
CHG-022249,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,SFDC_ACV_Revenue,0,8573.41,2026-02-16,Mark Martinez,mark.martinez@global.ntt
CHG-022250,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,SFDC_ACV_Gp,0,1676.91,2026-02-16,Mark Martinez,mark.martinez@global.ntt
CHG-022251,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,OpportunityStage,Requirements Definition,Qualification,2026-02-27,Mark Martinez,mark.martinez@global.ntt
CHG-022252,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,ForecastCategory,Omitted,Pipeline,2026-02-27,Mark Martinez,mark.martinez@global.ntt
CHG-022253,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,Confidence,0.04,0.16,2026-02-27,Mark Martinez,mark.martinez@global.ntt
CHG-022254,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,SFDC_ACV_Revenue,8573.41,8609.75,2026-03-07,Mark Martinez,mark.martinez@global.ntt
CHG-022255,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,SFDC_ACV_Gp,1676.91,1684.02,2026-03-07,Mark Martinez,mark.martinez@global.ntt
CHG-022256,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,OpportunityStage,Qualification,Proposal,2026-03-10,Mark Martinez,mark.martinez@global.ntt
CHG-022257,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,OpportunityStage,Proposal,Proposal Evaluation,2026-03-23,Mark Martinez,mark.martinez@global.ntt
CHG-022258,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,ForecastCategory,Pipeline,Commit,2026-03-23,Mark Martinez,mark.martinez@global.ntt
CHG-022259,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,Confidence,0.16,0.74,2026-03-23,Mark Martinez,mark.martinez@global.ntt
CHG-022260,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,OpportunityStage,Proposal Evaluation,Finalist,2026-03-27,Mark Martinez,mark.martinez@global.ntt
CHG-022261,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,OpportunityStage,Finalist,Deal Lost,2026-03-27,Mark Martinez,mark.martinez@global.ntt
CHG-022262,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,ForecastCategory,Commit,Omitted,2026-03-27,Mark Martinez,mark.martinez@global.ntt
CHG-022263,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,Confidence,0.74,0.00,2026-03-27,Mark Martinez,mark.martinez@global.ntt
CHG-022264,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,SFDC_ACV_Revenue,8609.75,11335.47,2026-03-27,Mark Martinez,mark.martinez@global.ntt
CHG-022265,006LXLPHKBURG1HXEA,Granite Systems Ltd.,Granite Systems Ltd. - Firewall Upgrade,SFDC_ACV_Gp,1684.02,2217.15,2026-03-27,Mark Martinez,mark.martinez@global.ntt
CHG-022266,006LXY9G5VL7ZGGX0B,Everline Technologies Ltd.,Everline Technologies Ltd. - Access Control Modernization,ForecastCategory,Not Set,Omitted,2026-07-18,Timothy Turner,timothy.turner@global.ntt
CHG-022267,006LXY9G5VL7ZGGX0B,Everline Technologies Ltd.,Everline Technologies Ltd. - Access Control Modernization,SFDC_ACV_Revenue,0,21123.45,2026-07-18,Timothy Turner,timothy.turner@global.ntt
CHG-022268,006LXY9G5VL7ZGGX0B,Everline Technologies Ltd.,Everline Technologies Ltd. - Access Control Modernization,SFDC_ACV_Gp,0,3095.01,2026-07-18,Timothy Turner,timothy.turner@global.ntt
CHG-022269,006LXY9G5VL7ZGGX0B,Everline Technologies Ltd.,Everline Technologies Ltd. - Access Control Modernization,SFDC_ACV_Revenue,21123.45,31384.68,2026-07-18,Timothy Turner,timothy.turner@global.ntt
CHG-022270,006LXY9G5VL7ZGGX0B,Everline Technologies Ltd.,Everline Technologies Ltd. - Access Control Modernization,SFDC_ACV_Gp,3095.01,4598.48,2026-07-18,Timothy Turner,timothy.turner@global.ntt
CHG-022271,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,OpportunityStage,Identification,Requirements Definition,2026-08-28,Susan Hill,susan.hill@global.ntt
CHG-022272,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,OpportunityStage,Requirements Definition,Qualification,2026-08-31,Susan Hill,susan.hill@global.ntt
CHG-022273,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,ForecastCategory,Not Set,Omitted,2026-08-31,Susan Hill,susan.hill@global.ntt
CHG-022274,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,Confidence,0.00,0.08,2026-08-31,Susan Hill,susan.hill@global.ntt
CHG-022275,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,ForecastCategory,Omitted,Pipeline,2026-08-31,Susan Hill,susan.hill@global.ntt
CHG-022276,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,Confidence,0.08,0.17,2026-08-31,Susan Hill,susan.hill@global.ntt
CHG-022277,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,SFDC_ACV_Revenue,0,13797.62,2026-08-31,Susan Hill,susan.hill@global.ntt
CHG-022278,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,SFDC_ACV_Gp,0,2383.35,2026-08-31,Susan Hill,susan.hill@global.ntt
CHG-022279,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,OpportunityStage,Qualification,Proposal,2026-09-02,Susan Hill,susan.hill@global.ntt
CHG-022280,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,ForecastCategory,Pipeline,Best Case,2026-09-02,Susan Hill,susan.hill@global.ntt
CHG-022281,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,Confidence,0.17,0.60,2026-09-02,Susan Hill,susan.hill@global.ntt
CHG-022282,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,SFDC_ACV_Revenue,13797.62,13730.19,2026-09-03,Susan Hill,susan.hill@global.ntt
CHG-022283,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,SFDC_ACV_Gp,2383.35,2371.7,2026-09-03,Susan Hill,susan.hill@global.ntt
CHG-022284,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,OpportunityStage,Proposal,Proposal Evaluation,2026-09-06,Susan Hill,susan.hill@global.ntt
CHG-022285,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,OpportunityStage,Proposal Evaluation,Finalist,2026-09-06,Susan Hill,susan.hill@global.ntt
CHG-022286,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,ForecastCategory,Best Case,Commit,2026-09-06,Susan Hill,susan.hill@global.ntt
CHG-022287,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,Confidence,0.60,0.75,2026-09-06,Susan Hill,susan.hill@global.ntt
CHG-022288,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,OpportunityStage,Finalist,Deal Lost,2026-09-07,Susan Hill,susan.hill@global.ntt
CHG-022289,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,ForecastCategory,Commit,Omitted,2026-09-07,Susan Hill,susan.hill@global.ntt
CHG-022290,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,Confidence,0.75,0.05,2026-09-07,Susan Hill,susan.hill@global.ntt
CHG-022291,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,SFDC_ACV_Revenue,13730.19,11866.92,2026-09-07,Susan Hill,susan.hill@global.ntt
CHG-022292,006LYBP6W482YMTCU9,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Digital Workplace Upgrade,SFDC_ACV_Gp,2371.7,2049.85,2026-09-07,Susan Hill,susan.hill@global.ntt
CHG-022293,006LYCUFLYP5D8ZPAB,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,ForecastCategory,Not Set,Omitted,2026-06-25,Kathleen Clark,kathleen.clark@global.ntt
CHG-022294,006LYCUFLYP5D8ZPAB,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,Confidence,0.00,0.04,2026-06-25,Kathleen Clark,kathleen.clark@global.ntt
CHG-022295,006LYCUFLYP5D8ZPAB,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,SFDC_ACV_Revenue,0,14440.56,2026-06-25,Kathleen Clark,kathleen.clark@global.ntt
CHG-022296,006LYCUFLYP5D8ZPAB,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,SFDC_ACV_Gp,0,2256.22,2026-06-25,Kathleen Clark,kathleen.clark@global.ntt
CHG-022297,006LYCUFLYP5D8ZPAB,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,SFDC_ACV_Revenue,14440.56,20759.45,2026-06-25,Kathleen Clark,kathleen.clark@global.ntt
CHG-022298,006LYCUFLYP5D8ZPAB,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,SFDC_ACV_Gp,2256.22,3243.49,2026-06-25,Kathleen Clark,kathleen.clark@global.ntt
CHG-022299,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,ForecastCategory,Not Set,Omitted,2026-03-13,Larry Wright,larry.wright@global.ntt
CHG-022300,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,Confidence,0.00,0.01,2026-03-13,Larry Wright,larry.wright@global.ntt
CHG-022301,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,SFDC_ACV_Revenue,0,3195.06,2026-03-13,Larry Wright,larry.wright@global.ntt
CHG-022302,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,SFDC_ACV_Gp,0,470.1,2026-03-13,Larry Wright,larry.wright@global.ntt
CHG-022303,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,OpportunityStage,Identification,Requirements Definition,2026-03-18,Larry Wright,larry.wright@global.ntt
CHG-022304,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,OpportunityStage,Requirements Definition,Qualification,2026-03-19,Larry Wright,larry.wright@global.ntt
CHG-022305,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,ForecastCategory,Omitted,Pipeline,2026-03-19,Larry Wright,larry.wright@global.ntt
CHG-022306,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,Confidence,0.01,0.17,2026-03-19,Larry Wright,larry.wright@global.ntt
CHG-022307,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,SFDC_ACV_Revenue,3195.06,3307.04,2026-04-09,Larry Wright,larry.wright@global.ntt
CHG-022308,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,SFDC_ACV_Gp,470.1,486.58,2026-04-09,Larry Wright,larry.wright@global.ntt
CHG-022309,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,OpportunityStage,Qualification,Proposal,2026-04-11,Larry Wright,larry.wright@global.ntt
CHG-022310,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,OpportunityStage,Proposal,Proposal Evaluation,2026-04-20,Larry Wright,larry.wright@global.ntt
CHG-022311,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,ForecastCategory,Pipeline,Best Case,2026-04-20,Larry Wright,larry.wright@global.ntt
CHG-022312,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,Confidence,0.17,0.62,2026-04-20,Larry Wright,larry.wright@global.ntt
CHG-022313,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,OpportunityStage,Proposal Evaluation,Finalist,2026-04-27,Larry Wright,larry.wright@global.ntt
CHG-022314,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,ForecastCategory,Best Case,Commit,2026-04-27,Larry Wright,larry.wright@global.ntt
CHG-022315,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,Confidence,0.62,0.85,2026-04-27,Larry Wright,larry.wright@global.ntt
CHG-022316,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,OpportunityStage,Finalist,Deal Lost,2026-05-06,Larry Wright,larry.wright@global.ntt
CHG-022317,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,ForecastCategory,Commit,Omitted,2026-05-06,Larry Wright,larry.wright@global.ntt
CHG-022318,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,Confidence,0.85,0.00,2026-05-06,Larry Wright,larry.wright@global.ntt
CHG-022319,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,SFDC_ACV_Revenue,3307.04,4355.84,2026-05-06,Larry Wright,larry.wright@global.ntt
CHG-022320,006LYVM2M29AG1EZIV,Clearwater Networks Group,Clearwater Networks Group - Backup & DR,SFDC_ACV_Gp,486.58,640.89,2026-05-06,Larry Wright,larry.wright@global.ntt
CHG-022321,006LYYZ55A4HXYBK6F,"Monroe, Metropolitan Water District",Monroe - Firewall Upgrade,OpportunityStage,Identification,Requirements Definition,2026-06-27,Deborah Hall,DEBORAH.HALL@GLOBAL.NTT
CHG-022322,006LYYZ55A4HXYBK6F,"Monroe, Metropolitan Water District",Monroe - Firewall Upgrade,ForecastCategory,Not Set,Omitted,2026-06-29,Deborah Hall,DEBORAH.HALL@GLOBAL.NTT
CHG-022323,006LYYZ55A4HXYBK6F,"Monroe, Metropolitan Water District",Monroe - Firewall Upgrade,SFDC_ACV_Revenue,0,9573.15,2026-06-29,Deborah Hall,DEBORAH.HALL@GLOBAL.NTT
CHG-022324,006LYYZ55A4HXYBK6F,"Monroe, Metropolitan Water District",Monroe - Firewall Upgrade,SFDC_ACV_Gp,0,1316.09,2026-06-29,Deborah Hall,DEBORAH.HALL@GLOBAL.NTT
CHG-022325,006LYYZ55A4HXYBK6F,"Monroe, Metropolitan Water District",Monroe - Firewall Upgrade,OpportunityStage,Requirements Definition,Qualification,2026-07-03,Deborah Hall,DEBORAH.HALL@GLOBAL.NTT
CHG-022326,006LYYZ55A4HXYBK6F,"Monroe, Metropolitan Water District",Monroe - Firewall Upgrade,ForecastCategory,Omitted,Pipeline,2026-07-03,Deborah Hall,DEBORAH.HALL@GLOBAL.NTT
CHG-022327,006LYYZ55A4HXYBK6F,"Monroe, Metropolitan Water District",Monroe - Firewall Upgrade,Confidence,0.00,0.23,2026-07-03,Deborah Hall,DEBORAH.HALL@GLOBAL.NTT
CHG-022328,006LYYZ55A4HXYBK6F,"Monroe, Metropolitan Water District",Monroe - Firewall Upgrade,OpportunityStage,Qualification,Proposal,2026-07-05,Deborah Hall,DEBORAH.HALL@GLOBAL.NTT
CHG-022329,006LYYZ55A4HXYBK6F,"Monroe, Metropolitan Water District",Monroe - Firewall Upgrade,ForecastCategory,Pipeline,Best Case,2026-07-05,Deborah Hall,DEBORAH.HALL@GLOBAL.NTT
CHG-022330,006LYYZ55A4HXYBK6F,"Monroe, Metropolitan Water District",Monroe - Firewall Upgrade,Confidence,0.23,0.59,2026-07-05,Deborah Hall,DEBORAH.HALL@GLOBAL.NTT
CHG-022331,006LYYZ55A4HXYBK6F,"Monroe, Metropolitan Water District",Monroe - Firewall Upgrade,SFDC_ACV_Revenue,9573.15,10032.9,2026-07-08,Deborah Hall,DEBORAH.HALL@GLOBAL.NTT
